dis_doid	dis_name	numgenes_AlteredExpression	numgenes_Biomarker	numgenes_GenomicAlterations	numgenes_PosttranslationalModification	numgenes_Therapeutic	numgenes_dir	numgenes_prop
DOID:0080387	error	0	1	1	0	0	1	1
DOID:0080393	error	0	1	1	0	0	1	1
DOID:752	peptic ulcer perforation	0	1	0	0	0	1	1
DOID:0080394	error	0	1	1	0	0	1	1
DOID:0080392	error	0	1	1	0	0	1	1
DOID:0080296	hypomyelinating leukodystrophy 14	0	1	1	0	0	1	1
DOID:0080412	error	0	1	1	0	0	1	1
DOID:0080117	mitochondrial complex III deficiency nuclear type 8	0	1	1	0	0	1	1
DOID:0080116	mitochondrial complex III deficiency nuclear type 7	0	1	1	0	0	1	1
DOID:0080091	spheroid body myopathy	0	1	1	0	0	1	1
DOID:0080090	reducing body myopathy	0	1	1	0	0	1	1
DOID:0080088	nonsyndromic congenital nail disorder 10	0	1	1	0	0	1	1
DOID:0080086	nonsyndromic congenital nail disorder 8	0	1	1	0	0	1	1
DOID:0080081	nonsyndromic congenital nail disorder 3	0	1	1	0	0	1	1
DOID:0080078	hypophosphatemic nephrolithiasis/osteoporosis 2	0	1	1	0	0	1	1
DOID:0080418	error	0	1	1	0	0	1	1
DOID:7826	adult papillary meningioma	1	0	0	0	0	1	1
DOID:0080077	hypophosphatemic nephrolithiasis/osteoporosis 1	0	1	1	0	0	1	1
DOID:0080068	Charcot-Marie-Tooth disease type 6	0	1	1	0	0	7	1
DOID:0080419	error	0	1	1	0	0	1	1
DOID:0080066	autosomal recessive spinocerebellar ataxia 20	0	1	1	0	0	1	1
DOID:0050877	pancreatic agenesis	0	1	1	0	0	1	1
DOID:0080420	error	0	1	1	0	0	1	1
DOID:0080065	autosomal recessive spinocerebellar ataxia 19	0	1	1	0	0	1	1
DOID:0080421	error	0	1	1	0	0	1	1
DOID:7851	pancreatic intraductal papillary-mucinous adenoma	1	0	0	0	0	1	1
DOID:0080064	autosomal recessive spinocerebellar ataxia 17	0	1	1	0	0	1	1
DOID:0080063	autosomal recessive spinocerebellar ataxia 11	0	1	1	0	0	1	1
DOID:0050884	triosephosphate isomerase deficiency	0	1	1	0	0	1	1
DOID:0080062	autosomal recessive spinocerebellar ataxia 13	0	1	1	0	0	1	1
DOID:0050887	Townes-Brocks syndrome	0	1	1	0	0	4	1
DOID:0050941	spastic ataxia 2	0	1	1	0	0	1	1
DOID:0080061	autosomal recessive spinocerebellar ataxia 2	0	1	1	0	0	1	1
DOID:0080060	autosomal recessive spinocerebellar ataxia 12	0	1	1	0	0	1	1
DOID:0080093	myofibrillar myopathy 2	0	1	1	0	0	1	1
DOID:0080417	error	0	1	1	0	0	1	1
DOID:0080095	myofibrillar myopathy 4	0	1	1	0	0	1	1
DOID:0080106	microcephaly and chorioretinopathy 2	0	1	1	0	0	1	1
DOID:0080115	mitochondrial complex III deficiency nuclear type 6	0	1	1	0	0	1	1
DOID:0080114	mitochondrial complex III deficiency nuclear type 5	0	1	1	0	0	1	1
DOID:0050145	adenoiditis	0	0	1	0	0	1	1
DOID:0080113	mitochondrial complex III deficiency nuclear type 4	0	1	1	0	0	1	1
DOID:0080408	error	0	1	1	0	0	1	1
DOID:0080112	mitochondrial complex III deficiency nuclear type 3	0	1	0	0	0	1	1
DOID:0050118	La Crosse encephalitis	0	1	0	0	0	1	1
DOID:0050792	multiple cutaneous and mucosal venous malformations	0	1	1	0	0	1	1
DOID:0080411	error	0	1	1	0	0	1	1
DOID:0080227	autosomal dominant mental retardation 55	0	1	1	0	0	1	1
DOID:0080413	error	0	1	1	0	0	1	1
DOID:0080105	microcephaly and chorioretinopathy 1	0	1	1	0	0	1	1
DOID:0050816	urofacial syndrome	0	1	1	0	0	5	1
DOID:7717	colloid carcinoma of the pancreas	0	0	1	0	0	1	1
DOID:0080101	Compton-North congenital myopathy	0	1	1	0	0	1	1
DOID:7731	childhood malignant hemangiopericytoma	1	0	0	0	0	1	1
DOID:0050807	Kahrizi syndrome	0	1	1	0	0	1	1
DOID:0080414	error	0	1	1	0	0	1	1
DOID:0080097	myofibrillar myopathy 6	0	1	1	0	0	1	1
DOID:0050812	spondyloepimetaphyseal dysplasia, Pakistani type	0	1	1	0	0	1	1
DOID:0080096	myofibrillar myopathy 5	0	1	1	0	0	1	1
DOID:0080415	error	0	1	1	0	0	1	1
DOID:6581	breast apocrine carcinoma	1	0	0	0	0	1	1
DOID:0080416	error	0	1	1	0	0	1	1
DOID:0050716	methylmalonic aciduria and homocystinuria type cblD	0	1	1	0	0	1	1
DOID:0080236	autosomal dominant mental retardation 45	0	1	1	0	0	1	1
DOID:0080228	autosomal dominant mental retardation 53	0	0	1	0	0	1	1
DOID:0080259	autosomal recessive spinocerebellar ataxia 25	0	0	1	0	0	1	1
DOID:7024	mucinous intrahepatic cholangiocarcinoma	1	0	0	0	0	1	1
DOID:0050604	acrocapitofemoral dysplasia	0	1	1	0	0	1	1
DOID:0080278	Joubert syndrome 32	0	1	1	0	0	1	1
DOID:0080277	Joubert syndrome 31	0	1	1	0	0	1	1
DOID:7040	uveal epithelioid cell melanoma	0	0	1	0	0	1	1
DOID:0080275	Joubert syndrome 30	0	1	1	0	0	1	1
DOID:0080274	multiple mitochondrial dysfunctions syndrome 5	0	1	1	0	0	1	1
DOID:0080273	polycystic kidney disease 5	0	1	1	0	0	1	1
DOID:0050606	acrokeratosis verruciformis	0	1	1	0	0	1	1
DOID:0050634	alopecia universalis	0	1	1	0	0	1	1
DOID:0080272	nephrotic syndrome 16	0	1	1	0	0	1	1
DOID:0080327	error	0	1	1	0	0	1	1
DOID:7076	lipid-rich breast carcinoma	0	1	0	0	0	1	1
DOID:0050642	hypochromic microcytic anemia	0	1	1	0	0	2	1
DOID:0050647	Arts syndrome	0	1	1	0	0	1	1
DOID:0080331	error	0	1	1	0	0	1	1
DOID:0080335	error	0	1	1	0	0	7	1
DOID:0080270	autosomal dominant nonsyndromic deafness 34	0	1	1	0	0	1	1
DOID:0080268	autosomal dominant nonsyndromic deafness 72	0	0	1	0	0	1	1
DOID:0080267	autosomal dominant nonsyndromic deafness 71	0	0	1	0	0	1	1
DOID:0080266	primary ciliary dyskinesia 37	0	1	1	0	0	1	1
DOID:0080265	nephrotic syndrome 14	0	1	1	0	0	1	1
DOID:0080264	exudative vitreoretinopathy 7	0	1	1	0	0	1	1
DOID:0080263	autosomal recessive nonsyndromic deafness 108	0	1	1	0	0	1	1
DOID:0080262	autosomal recessive nonsyndromic deafness 107	0	1	1	0	0	1	1
DOID:0080336	error	0	1	1	0	0	1	1
DOID:0080261	autosomal recessive nonsyndromic deafness 106	0	1	1	0	0	1	1
DOID:0080317	error	0	1	1	0	0	1	1
DOID:0080312	error	0	1	0	0	0	1	1
DOID:0080279	Joubert syndrome 33	0	1	1	0	0	1	1
DOID:0080308	myofibrillar myopathy 8	0	1	1	0	0	1	1
DOID:0080295	short-rib thoracic dysplasia 19 with or without polydactyly	0	1	1	0	0	1	1
DOID:6886	ureter small cell carcinoma	0	1	0	0	0	1	1
DOID:0080294	Charcot-Marie-Tooth disease dominant intermediate G	0	1	1	0	0	1	1
DOID:0080293	short-rib thoracic dysplasia 18 with polydactyly	0	1	1	0	0	1	1
DOID:0080292	retinitis pigmentosa 81	0	0	1	0	0	1	1
DOID:0050554	X-linked sideroblastic anemia with ataxia	0	1	1	0	0	1	1
DOID:6939	childhood brain meningioma	0	0	1	0	0	1	1
DOID:0050574	L-2-hydroxyglutaric aciduria	0	1	1	0	0	1	1
DOID:0080291	infantile epileptic encephalopathy 59	0	1	1	0	0	1	1
DOID:6951	telangiectatic osteogenic sarcoma	0	0	1	0	0	1	1
DOID:0080290	familial erythrocytosis 5	0	1	1	0	0	1	1
DOID:0080297	Coffin-Siris syndrome 6	0	0	1	0	0	1	1
DOID:0080289	orofaciodigital syndrome XVII	0	1	0	0	0	1	1
DOID:0080280	gingival fibromatosis 5	0	0	1	0	0	1	1
DOID:6988	peripheral epithelioid sarcoma	1	0	0	0	0	1	1
DOID:0080288	spinocerebellar ataxia 46	0	0	1	0	0	1	1
DOID:0080287	spinocerebellar ataxia 45	0	0	1	0	0	1	1
DOID:0080309	fatal infantile hypertonic myofibrillar myopathy	0	1	1	0	0	1	1
DOID:0050579	glycogen storage disease XV	0	1	1	0	0	1	1
DOID:0080311	error	0	1	1	0	0	1	1
DOID:0050600	ABCD syndrome	0	1	1	0	0	1	1
DOID:0080285	infantile epileptic encephalopathy 58	0	1	1	0	0	1	1
DOID:9939	dacryocystocele	0	1	0	0	0	1	1
DOID:0080284	infantile epileptic encephalopathy 57	0	1	1	0	0	1	1
DOID:0080283	infantile epileptic encephalopathy 55	0	1	1	0	0	1	1
DOID:0080282	infantile epileptic encephalopathy 56	0	1	1	0	0	1	1
DOID:0080260	autosomal recessive spinocerebellar ataxia 26	0	1	1	0	0	1	1
DOID:0050650	familial atrial fibrillation	0	1	1	0	0	23	1
DOID:0080384	error	0	1	0	0	0	1	1
DOID:0080337	error	0	1	1	0	0	1	1
DOID:0080241	syndromic X-linked mental retardation 35	0	1	1	0	0	1	1
DOID:7280	congenital epulis	0	0	0	1	0	1	1
DOID:730	urethral benign neoplasm	0	1	0	0	0	1	1
DOID:0080240	X-linked mental retardation 106	0	1	1	0	0	1	1
DOID:0050675	Birk-Barel syndrome	0	1	1	0	0	1	1
DOID:0080239	autosomal recessive mental retardation 61	0	0	1	0	0	1	1
DOID:0080238	autosomal dominant mental retardation 47	0	1	1	0	0	1	1
DOID:0050680	Boomerang dysplasia	0	1	1	0	0	1	1
DOID:0080359	error	0	1	1	0	0	1	1
DOID:0050683	Bothnia retinal dystrophy	0	1	1	0	0	1	1
DOID:0080237	autosomal dominant mental retardation 46	0	1	1	0	0	1	1
DOID:0050689	brachydactyly-syndactyly syndrome	0	1	1	0	0	2	1
DOID:7332	esophageal tuberculosis	0	0	1	0	0	1	1
DOID:0050690	brachyolmia	0	1	1	0	0	3	1
DOID:0080360	error	0	1	1	0	0	1	1
DOID:0080363	error	0	1	1	0	0	1	1
DOID:0080380	error	0	1	1	0	0	1	1
DOID:7334	nephrogenic adenoma	0	1	0	0	0	1	1
DOID:0080381	error	0	1	1	0	0	1	1
DOID:0080235	autosomal dominant mental retardation 48	0	0	1	0	0	1	1
DOID:0080234	autosomal dominant mental retardation 49	0	1	1	0	0	1	1
DOID:0080233	autosomal dominant mental retardation 50	0	1	1	0	0	1	1
DOID:0080232	autosomal dominant mental retardation 51	0	1	1	0	0	1	1
DOID:0080231	autosomal dominant mental retardation 52	0	1	1	0	0	1	1
DOID:0080230	autosomal dominant mental retardation 54	0	1	1	0	0	1	1
DOID:0080383	error	0	1	1	0	0	1	1
DOID:6712	anterior spinal artery syndrome	0	1	0	0	0	1	1
DOID:724	female stress incontinence	0	1	0	0	0	1	1
DOID:0080242	syndromic X-linked mental retardation Hough type	0	1	1	0	0	1	1
DOID:0080243	amelogenesis imperfecta type 3B	0	1	0	0	0	1	1
DOID:7174	anus basaloid carcinoma	0	0	1	0	0	1	1
DOID:0080258	autosomal recessive congenital ichthyosis 14	0	1	1	0	0	1	1
DOID:0080257	autosomal recessive congenital ichthyosis 13	0	1	1	0	0	1	1
DOID:0050658	Bart-Pumphrey syndrome	0	1	1	0	0	1	1
DOID:0080338	error	0	1	1	0	0	1	1
DOID:0080339	error	0	1	1	0	0	1	1
DOID:0080256	Perrault syndrome 6	0	1	1	0	0	1	1
DOID:0080059	autosomal recessive spinocerebellar ataxia 7	0	1	1	0	0	1	1
DOID:0080254	orofaciodigital syndrome XVI	0	1	1	0	0	1	1
DOID:0050528	nonphotosensitive trichothiodystrophy	0	1	1	0	0	1	1
DOID:0080253	Meckel syndrome 13	0	1	1	0	0	1	1
DOID:0080343	error	0	1	1	0	0	1	1
DOID:0080252	spastic ataxia 8	0	1	1	0	0	1	1
DOID:0080346	error	0	0	1	0	0	1	1
DOID:6742	synchronous bilateral breast carcinoma	0	0	1	0	0	1	1
DOID:0080250	erythrokeratodermia variabilis et progressiva 4	0	1	1	0	0	1	1
DOID:6786	childhood botryoid rhabdomyosarcoma	0	0	1	0	0	1	1
DOID:0080249	erythrokeratodermia variabilis et progressiva 3	0	1	1	0	0	1	1
DOID:0050495	exanthema subitum	0	1	0	0	0	1	1
DOID:7187	subacute lymphocytic thyroiditis	0	1	0	0	0	2	1
DOID:0080247	Galloway-Mowat syndrome 5	0	1	1	0	0	1	1
DOID:9867	toxic maculopathy	0	0	1	0	0	1	1
DOID:0080246	Galloway-Mowat syndrome 4	0	1	1	0	0	1	1
DOID:0080350	error	0	1	1	0	0	42	1
DOID:7206	melanomatosis	0	0	1	0	0	1	1
DOID:0080245	Galloway-Mowat syndrome 3	0	1	1	0	0	1	1
DOID:0080244	Galloway-Mowat syndrome 2	0	1	1	0	0	1	1
DOID:0080255	Meier-Gorlin syndrome 8	0	1	1	0	0	1	1
DOID:0070289	error	0	1	1	0	0	1	1
DOID:0080058	autosomal recessive spinocerebellar ataxia 14	0	1	1	0	0	1	1
DOID:0070033	autosomal dominant non-syndromic intellectual disability 3	0	1	1	0	0	1	1
DOID:0060269	pontocerebellar hypoplasia type 2C	0	1	1	0	0	6	1
DOID:0070018	autosomal dominant dyskeratosis congenita 3	0	1	1	0	0	1	1
DOID:0070019	autosomal recessive dyskeratosis congenita 3	0	1	1	0	0	1	1
DOID:0070023	autosomal dominant dyskeratosis congenita 6	0	1	1	0	0	1	1
DOID:0060259	renal-hepatic-pancreatic dysplasia	0	1	1	0	0	3	1
DOID:0070026	Revesz syndrome	0	1	1	0	0	1	1
DOID:0070035	autosomal dominant non-syndromic intellectual disability 5	0	1	1	0	0	1	1
DOID:0060271	pontocerebellar hypoplasia type 2E	0	1	1	0	0	1	1
DOID:0070036	autosomal dominant non-syndromic intellectual disability 6	0	1	1	0	0	1	1
DOID:0070037	autosomal dominant non-syndromic intellectual disability 7	0	1	1	0	0	1	1
DOID:0070038	autosomal dominant non-syndromic intellectual disability 8	0	1	1	0	0	1	1
DOID:0070039	autosomal dominant non-syndromic intellectual disability 9	0	1	1	0	0	1	1
DOID:0070040	autosomal dominant non-syndromic intellectual disability 10	0	1	1	0	0	1	1
DOID:0070041	autosomal dominant non-syndromic intellectual disability 11	0	1	1	0	0	1	1
DOID:0070016	autosomal dominant dyskeratosis congenita 2	0	1	1	0	0	1	1
DOID:0070015	autosomal recessive dyskeratosis congenita 1	0	1	1	0	0	1	1
DOID:0070068	autosomal dominant non-syndromic intellectual disability 38	0	1	1	0	0	1	1
DOID:0070005	Seckel syndrome 9	0	1	1	0	0	1	1
DOID:0060898	early-onset Parkinson's disease 20	0	1	1	0	0	1	1
DOID:0060288	omodysplasia	0	1	1	0	0	3	1
DOID:0060902	Norman-Roberts syndrome	0	1	1	0	0	1	1
DOID:0070000	error	0	1	1	0	0	1	1
DOID:0060285	parietal foramina	1	1	1	0	0	20	1
DOID:0070002	error	0	1	1	0	0	1	1
DOID:0070006	Seckel syndrome 6	0	1	1	0	0	1	1
DOID:0060273	pontocerebellar hypoplasia type 4	0	1	1	0	0	1	1
DOID:0070008	Seckel syndrome 10	0	1	1	0	0	1	1
DOID:0070009	Seckel syndrome 8	0	1	1	0	0	1	1
DOID:0070010	Seckel syndrome 4	0	1	1	0	0	1	1
DOID:0070011	Seckel syndrome 7	0	1	1	0	0	1	1
DOID:0060279	pontocerebellar hypoplasia type 10	0	1	1	0	0	1	1
DOID:0060274	pontocerebellar hypoplasia type 5	0	1	1	0	0	1	1
DOID:0060226	acrofrontofacionasal dysostosis	0	0	1	0	0	1	1
DOID:0070043	autosomal dominant non-syndromic intellectual disability 13	0	1	1	0	0	1	1
DOID:0070044	Coffin-Siris syndrome 2	0	1	1	0	0	1	1
DOID:0070063	autosomal dominant non-syndromic intellectual disability 33	0	1	1	0	0	1	1
DOID:9541	osteosclerotic myeloma	0	1	0	0	0	2	1
DOID:0060207	amyotrophic lateral sclerosis type 16	0	1	1	0	0	1	1
DOID:0070060	autosomal dominant non-syndromic intellectual disability 30	0	1	1	0	0	1	1
DOID:0070061	autosomal dominant non-syndromic intellectual disability 31	0	1	1	0	0	1	1
DOID:0060206	amyotrophic lateral sclerosis type 15	0	1	1	0	0	1	1
DOID:0070062	autosomal dominant non-syndromic intellectual disability 32	0	1	1	0	0	1	1
DOID:0070064	autosomal dominant non-syndromic intellectual disability 34	0	1	1	0	0	1	1
DOID:0070045	Coffin-Siris syndrome 3	0	1	1	0	0	1	1
DOID:0060205	amyotrophic lateral sclerosis type 14	0	1	1	0	0	1	1
DOID:0060203	amyotrophic lateral sclerosis type 12	0	1	1	0	0	1	1
DOID:0070065	autosomal dominant non-syndromic intellectual disability 35	0	1	1	0	0	1	1
DOID:0070066	autosomal dominant non-syndromic intellectual disability 36	0	1	1	0	0	1	1
DOID:0060202	amyotrophic lateral sclerosis type 11	0	1	1	0	0	1	1
DOID:0060201	amyotrophic lateral sclerosis type 10	0	1	1	0	0	1	1
DOID:0070058	Helsmoortel-Van Der Aa Syndrome	1	1	1	0	0	1	1
DOID:0070057	autosomal dominant non-syndromic intellectual disability 27	0	1	1	0	0	1	1
DOID:0060208	amyotrophic lateral sclerosis type 17	0	1	1	0	0	1	1
DOID:0060209	amyotrophic lateral sclerosis type 18	0	1	1	0	0	1	1
DOID:0060210	amyotrophic lateral sclerosis type 19	0	1	1	0	0	1	1
DOID:0070054	autosomal dominant non-syndromic intellectual disability 24	0	1	1	0	0	1	1
DOID:876	pyomyositis	0	1	0	0	0	6	1
DOID:0070053	autosomal dominant non-syndromic intellectual disability 23	0	1	1	0	0	1	1
DOID:0070052	autosomal dominant non-syndromic intellectual disability 22	0	1	1	0	0	1	1
DOID:0070051	autosomal dominant non-syndromic intellectual disability 21	0	1	1	0	0	1	1
DOID:0070050	autosomal dominant mental retardation 20	0	1	1	0	0	1	1
DOID:0070049	autosomal dominant non-syndromic intellectual disability 19	0	1	1	0	0	1	1
DOID:0070048	autosomal dominant non-syndromic intellectual disability 18	0	1	1	0	0	1	1
DOID:0060212	amyotrophic lateral sclerosis type 21	0	1	1	0	0	1	1
DOID:0060214	FTDALS2	0	1	1	0	0	1	1
DOID:8826	colon carcinoma in situ	1	0	0	0	0	1	1
DOID:0070047	Schuurs-Hoeijmakers Syndrome	0	1	1	0	0	1	1
DOID:0060897	Parkinson's disease 17	0	1	1	0	0	1	1
DOID:0060886	osteopathia striata with cranial sclerosis	0	1	1	0	0	1	1
DOID:0060884	renal hypomagnesemia 6	0	1	1	0	0	3	1
DOID:0060382	orofaciodigital syndrome IX	0	1	0	0	0	1	1
DOID:0060399	chromosome 16p12.1 deletion syndrome, 520kb	0	1	0	0	0	1	1
DOID:0060395	chromosome 15q24 deletion syndrome	0	1	1	0	0	7	1
DOID:0060393	chromosome 15q11.2 deletion syndrome	0	0	1	0	0	1	1
DOID:0060701	familial hypocalciuric hypercalcemia 2	0	1	1	0	0	6	1
DOID:0060383	acrofacial dysostosis Rodriguez type	0	0	1	0	0	1	1
DOID:0060749	familial temporal lobe epilepsy 6	0	0	1	0	0	1	1
DOID:0060751	familial temporal lobe epilepsy 7	0	1	1	0	0	8	1
DOID:0060754	familial temporal lobe epilepsy 8	0	1	1	0	0	9	1
DOID:0060752	familial temporal lobe epilepsy 5	0	1	1	0	0	1	1
DOID:0060375	orofaciodigital syndrome V	0	1	1	0	0	1	1
DOID:0060374	orofaciodigital syndrome IV	0	1	1	0	0	1	1
DOID:0060373	orofaciodigital syndrome III	0	0	1	0	0	1	1
DOID:0060371	autosomal dominant Parkinson's disease 8	0	1	1	0	0	1	1
DOID:9398	epiglottitis	0	0	1	0	0	1	1
DOID:9210	geniculate herpes zoster	0	0	1	0	0	1	1
DOID:0060685	autosomal dominant nocturnal frontal lobe epilepsy 4	0	1	1	0	0	3	1
DOID:0060682	autosomal dominant nocturnal frontal lobe epilepsy 1	0	1	1	0	0	1	1
DOID:0060654	lethal congenital contracture syndrome 4	0	1	1	0	0	1	1
DOID:0060408	chromosome 19q13.11 deletion syndrome	0	1	0	0	0	1	1
DOID:0060644	chondrodysplasia-pseudohermaphroditism syndrome	0	1	1	0	0	1	1
DOID:9341	urethral diverticulum	0	1	0	0	0	1	1
DOID:0060603	isolated anhidrosis with normal sweat glands	0	1	1	0	0	1	1
DOID:0060601	alpha-2-plasmin inhibitor deficiency	0	1	1	0	0	1	1
DOID:0060571	Ritscher-Schinzel syndrome 1	0	1	1	0	0	4	1
DOID:0060560	lethal congenital contracture syndrome 2	0	1	1	0	0	1	1
DOID:0060547	Hermansky-Pudlak syndrome 9	0	1	1	0	0	1	1
DOID:9270	alkaptonuria	1	1	1	0	0	14	1
DOID:0060545	Hermansky-Pudlak syndrome 7	0	1	1	0	0	1	1
DOID:0060436	chromosome 22q11.2 microduplication syndrome	0	0	1	0	0	1	1
DOID:0060461	chromosome Xp11.23-p11.22 duplication syndrome	0	0	1	0	0	1	1
DOID:0060460	chromosome 5p13 duplication syndrome	0	0	1	0	0	1	1
DOID:9401	epididymo-orchitis	0	1	0	0	0	1	1
DOID:0060367	autosomal dominant Parkinson's disease 1	0	1	1	0	0	11	1
DOID:0060882	renal hypomagnesemia 4	0	1	1	0	0	3	1
DOID:0060827	X-linked intellectual disability-psychosis-macroorchidism syndrome	0	1	1	0	0	1	1
DOID:0060332	mitochondrial complex V (ATP synthase) deficiency nuclear type 3	0	1	1	0	0	8	1
DOID:9072	lethal midline granuloma	0	1	0	0	0	1	1
DOID:0060806	syndromic X-linked intellectual disability Hedera type	0	1	1	0	0	1	1
DOID:0060817	syndromic X-linked intellectual disability 34	0	1	1	0	0	1	1
DOID:0060821	syndromic X-linked intellectual disability 14	0	1	1	0	0	7	1
DOID:0060825	Christianson syndrome	0	1	1	0	0	6	1
DOID:0060828	X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome	0	1	1	0	0	1	1
DOID:0060365	mandibulofacial dysostosis with alopecia	0	1	1	0	0	1	1
DOID:0060832	Griscelli syndrome type 1	0	1	1	0	0	1	1
DOID:0060331	mitochondrial complex V (ATP synthase) deficiency nuclear type 2	0	1	1	0	0	1	1
DOID:9461	exposure keratitis	0	1	0	0	0	1	1
DOID:0060837	isolated microphthalmia 5	0	1	1	0	0	1	1
DOID:9021	esophageal leukoplakia	0	0	1	0	0	1	1
DOID:0060881	renal hypomagnesemia 5 with ocular involvement	0	1	1	0	0	1	1
DOID:0060333	mitochondrial complex V (ATP synthase) deficiency nuclear type 4	0	1	1	0	0	8	1
DOID:0060800	syndromic X-linked intellectual disability 5	0	1	1	0	0	3	1
DOID:0060335	autosomal dominant sideroblastic anemia	0	1	1	0	0	1	1
DOID:0060796	hypomyelinating leukodystrophy 12	0	1	1	0	0	1	1
DOID:0060795	hypomyelinating leukodystrophy 13	0	1	1	0	0	1	1
DOID:0060793	hypomyelinating leukodystrophy 5	0	1	1	0	0	1	1
DOID:0060790	hypomyelinating leukodystrophy 3	0	1	1	0	0	8	1
DOID:0060788	hypomyelinating leukodystrophy 10	0	1	1	0	0	1	1
DOID:0060339	chronic atrial and intestinal dysrhythmia	0	1	1	0	0	1	1
DOID:0060342	acromelic frontonasal dysostosis	0	1	1	0	0	1	1
DOID:0060785	adult-onset autosomal dominant demyelinating leukodystrophy	1	1	1	0	0	9	1
DOID:0060348	hypoparathyroidism-retardation-dysmorphism syndrome	0	1	1	0	0	1	1
DOID:0060349	microcephaly with or without chorioretinopathy, lymphedema, or mental retardation	0	1	1	0	0	7	1
DOID:0060351	mitochondrial complex III deficiency nuclear type 2	0	1	1	0	0	1	1
DOID:0060355	amyotrophic lateral sclerosis type 22	0	1	1	0	0	1	1
DOID:0060769	T-cell immunodeficiency, congenital alopecia, and nail dystrophy	0	1	1	0	0	1	1
DOID:0060761	familial chronic myelocytic leukemia-like syndrome	0	1	0	0	0	1	1
DOID:0070067	White-Sutton syndrome	1	1	1	0	0	1	1
DOID:0070069	autosomal dominant non-syndromic intellectual disability 39	0	1	1	0	0	1	1
DOID:0050942	spastic ataxia 3	0	1	1	0	0	1	1
DOID:0070273	error	0	1	1	0	0	1	1
DOID:0070264	error	0	1	1	0	0	1	1
DOID:0070265	error	0	1	1	0	0	1	1
DOID:0070267	error	0	1	1	0	0	1	1
DOID:0070268	error	0	1	1	0	0	1	1
DOID:0070269	error	0	1	1	0	0	1	1
DOID:0070270	error	0	1	1	0	0	1	1
DOID:0070276	error	0	1	1	0	0	1	1
DOID:0070263	error	0	1	1	0	0	1	1
DOID:0070277	error	0	1	1	0	0	1	1
DOID:8335	microglandular adenosis of breast	0	0	1	0	0	1	1
DOID:0070279	error	0	1	1	0	0	1	1
DOID:0050979	spinocerebellar ataxia type 30	0	0	1	0	0	1	1
DOID:0050976	spinocerebellar ataxia type 27	0	1	1	0	0	1	1
DOID:0070281	error	0	0	1	0	0	1	1
DOID:0050981	spinocerebellar ataxia type 34	0	1	1	0	0	1	1
DOID:0070262	error	0	1	1	0	0	1	1
DOID:0070071	autosomal dominant non-syndromic intellectual disability 41	0	1	1	0	0	1	1
DOID:0070253	error	0	1	1	0	0	1	1
DOID:0070248	error	0	1	1	0	0	1	1
DOID:0070249	error	0	1	1	0	0	1	1
DOID:0070251	error	0	1	1	0	0	1	1
DOID:9649	congenital nystagmus	0	1	1	0	0	15	1
DOID:0050986	spinocerebellar ataxia type 40	0	1	1	0	0	1	1
DOID:0070252	error	0	1	1	0	0	1	1
DOID:0070254	error	0	1	1	0	0	1	1
DOID:0070261	error	0	1	1	0	0	1	1
DOID:0050985	spinocerebellar ataxia type 38	0	1	1	0	0	1	1
DOID:0070257	error	0	1	1	0	0	1	1
DOID:0050982	spinocerebellar ataxia type 35	0	1	1	0	0	1	1
DOID:0070258	error	0	1	1	0	0	1	1
DOID:0070259	error	0	1	1	0	0	1	1
DOID:0070260	error	0	1	1	0	0	1	1
DOID:0050975	spinocerebellar ataxia type 26	0	1	1	0	0	1	1
DOID:0070282	error	0	1	1	0	0	1	1
DOID:8292	atypical follicular adenoma	1	0	0	0	0	1	1
DOID:0080030	spondyloepimetaphyseal dysplasia, Missouri type	0	1	1	0	0	1	1
DOID:0070307	error	0	1	1	0	0	1	1
DOID:8106	cellular phase chronic idiopathic myelofibrosis	0	0	1	0	0	1	1
DOID:9717	hydrops of gallbladder	0	1	0	0	0	1	1
DOID:0050965	spinocerebellar ataxia type 15	1	1	1	0	0	1	1
DOID:0050963	spinocerebellar ataxia type 13	0	1	1	0	0	1	1
DOID:0070332	error	0	1	1	0	0	1	1
DOID:8007	Pancoast tumor	0	1	0	0	0	1	1
DOID:0070283	error	0	1	1	0	0	1	1
DOID:0080037	Worth's syndrome	0	1	1	0	0	1	1
DOID:0080042	autosomal recessive spinocerebellar ataxia 18	0	1	1	0	0	1	1
DOID:7996	familial glomangioma	1	0	0	0	0	1	1
DOID:0050943	spastic ataxia 4	0	1	1	0	0	1	1
DOID:0080054	achondrogenesis type IA	0	1	1	0	0	1	1
DOID:0080057	autosomal recessive spinocerebellar ataxia 15	0	1	1	0	0	1	1
DOID:0070304	error	0	1	1	0	0	1	1
DOID:0070303	error	0	1	1	0	0	1	1
DOID:0050969	spinocerebellar ataxia type 18	0	0	1	0	0	1	1
DOID:0070302	error	0	1	1	0	0	1	1
DOID:0070301	error	0	1	0	0	0	1	1
DOID:0070300	error	0	1	1	0	0	1	1
DOID:0070298	error	0	1	0	0	0	1	1
DOID:0070295	error	0	1	1	0	0	1	1
DOID:0070294	error	0	1	1	0	0	1	1
DOID:0070293	error	0	1	1	0	0	1	1
DOID:0070292	error	0	1	1	0	0	1	1
DOID:0070288	error	0	1	1	0	0	1	1
DOID:9681	cervical incompetence	0	1	0	0	0	1	1
DOID:0050974	spinocerebellar ataxia type 25	0	1	1	0	0	1	1
